ind,text,suspicion.score,group,common
2018,to portray modern women the way director davis has done is just amazing,1,textfooler,FALSE
2019,a funny and well-contructed black comedy where the old adage  be careful what you wish for  is given a full workout .,2,orig,FALSE
2020,the title trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-manipulative thriller .,3,orig,FALSE
2021,pascale bailly's rom-com provides  amélie's audrey tautou with another fabuleux destin -- i . e .  a banal spiritual quest .,3,orig,FALSE
2022,fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,2,orig,FALSE
2023,the locale . . . remains far more interesting than the story at hand .,3,orig,FALSE
2024,an awkwardly garish showcase that diverges from anything remotely probing or penetrating .,3,orig,FALSE
2025,the film  like jimmy's routines  could use a few good laughs .,2,orig,FALSE
2026,spectators will indeed sit open-motuhed before the screen  not screaming but yawning .,1,pruthi,FALSE
2027,munch's genuine insight maoes the film's occasional overindulgence forgivable .,1,pruthi,FALSE
2028,the most rpeugnant adaptation of a classic text since roland joffé and demi moore's the scarlet letter .,1,pruthi,FALSE
2029,smaft science fiction for grown-ups  with only a few false steps along the way .,1,pruthi,FALSE
2030,chamber of secrets will find millions of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm  this is the oposite of a truly magical movie .,1,pruthi,FALSE
2031,spinning a web of dazzling entertainment may be overstating it  but  spider-man  certainly depivers the goods .,1,pruthi,FALSE
2032,although sensitive to a fault  it's often oVverwritten  with a surfeit of weighty revelations  flowery dialogue  and nostalgia for the past and roads not taken .,4,pruthi,FALSE
2033,an moronic speculation on democracy in a culture unaccustomed to it .,1,alzantot,FALSE
2034,koury appallingly and honestly exposes one teenager's uncomfortable class resentment and  in turn  his self-inflicted retaliation .,2,alzantot,FALSE
2035,for all the complications  it's all surprisingly foreseeable .,2,alzantot,FALSE
2036,captivates as it shows excess in business and pleasure  allowed us to find the small  human moments  and leaving off with a huge groan .,1,alzantot,FALSE
2037,a static and sweet little half hour after school special about interfaith understanding stretched out to 90 minutes,1,alzantot,FALSE
2038,needs more impressionistic cinematographer and exhilarating point-of-view shots and lowest slow-motion 'grandeur' blows and quick-cut edits that often deflect from the athleticism .,3,alzantot,FALSE
2039,for those of us who respond more strongly to storytelling than computer-generated effects  the new star wars installment hasn't fled the rut dug by the last one .,1,alzantot,FALSE
2040,much of the movie's talisman lies in the utter cuteness of stuart and margolo their computer animated faces are very expressive,2,textfooler,FALSE
2041,powerhouse the action  the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the  other side of the story .,2,textfooler,FALSE
2042,essentially  fatal attraction  remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets livelier  not scarier  as it goes along . . .,3,textfooler,FALSE
2043,it's a hoot remarking the rock chomp on jumbo ants  pull an arrow out of his back  and leap unscathed through raging fire !,2,textfooler,FALSE
2044,baby-faced renner is eerily persuaded as this bland blank of a man with unimaginable demons within .,1,textfooler,FALSE
2045,exposing the ways we fool ourselves is one hour photo's real strenght .,1,textfooler,FALSE
2046,there's the plot  and a maddeningly insistent and repeated piano score that made me want to scream .,1,textfooler,FALSE
2047,just watch bettany strut his stuff . you'll know a bus when you see one .,2,bae,FALSE
2048,collateral damage is  despite its alleged provocation post-9/11  an antique  in the end . as are its star  its attitude and its vity .,4,bae,FALSE
2049,coupling disgracefully written dialogue with flailing bodily movements that substitute for acting  circuit is the ably paced soap opera-ish story .,1,bae,FALSE
2050,the casting of raymond j . barry as the 'assassin' greatly ized the quality of neil burger's impressive fake documentary .,4,bae,FALSE
2051,ne go rent  shakes the clown   a much funnier film with a similar theme and an equally great robin williams performance .,1,bae,FALSE
2052,like a less iably gorgeous companion to mr . wong's in the mood for love -- very much a hong kong movie despite its mainland setting .,4,bae,FALSE
2053,john carlen's script is full of usive  two-dimensional characters who are anything but compelling .,4,bae,FALSE
2054,it uses an old-time formula  it's not terribly original and it's rather messy -- but you just have to dicate the big  dumb  happy movie my big fat greek wedding .,4,bae,FALSE
2055,niccol the director merged his collaborators' symbolic pictures with his words  insinuating  for example  that in hollywood  only god speaks to the press,3,alzantot,FALSE
2056,spectators will indeed sit open-mouthed before the screen  not screaming but yawning .,1,orig,FALSE
2057,munch's genuine insight makes the film's occasional overindulgence forgivable .,2,orig,FALSE
2058,the most repugnant adaptation of a classic text since roland joffé and demi moore's the scarlet letter .,4,orig,FALSE
2059,smart science fiction for grown-ups  with only a few false steps along the way .,2,orig,FALSE
2060,chamber of secrets will find millions of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm  this is the opposite of a truly magical movie .,1,orig,FALSE
2061,spinning a web of dazzling entertainment may be overstating it  but  spider-man  certainly delivers the goods .,1,orig,FALSE
2062,although sensitive to a fault  it's often overwritten  with a surfeit of weighty revelations  flowery dialogue  and nostalgia for the past and roads not taken .,2,orig,FALSE
2063,an irobic speculation on democracy in a culture unaccustomed to it .,3,pruthi,FALSE
2064,koury frigjteningly and honestly exposes one teenager's uncomfortable class resentment and  in turn  his self-inflicted retaliation .,2,pruthi,FALSE
2065,for all the complications  it's all surprisingly pOredictable .,5,pruthi,FALSE
2066,capticates as it shows excess in business and pleasure  allowing us to find the small  human moments  and leaving off with a grand whimper .,2,pruthi,FALSE
2067,a staric and sugary little half hour after school special about interfaith understanding stretched out to 90 minutes,1,pruthi,FALSE
2068,nfeds more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism .,3,pruthi,FALSE
2069,for those of us who respond more strongly to storytelling than computer-generated effects  the new star wars installment hasn't esacped the rut dug by the last one .,2,pruthi,FALSE
2070,much of the movie's mojo lies in the utter cuteness of stuart and margolo their computer animated faces are very expressive,4,alzantot,FALSE
2071,central the action  the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the  other side of the story .,2,alzantot,FALSE
2072,mainly  fatal attractiveness  remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets funnier  not scarier  as it goes along . . .,1,alzantot,FALSE
