ind,Input.text,Answer.judgement.label,Answer.judgement.score,group,multi_annotation
2230,an ning speculation on democracy in a culture unaccustomed to it .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2231,koury frighteningly and honestly l one teenager's uncomfortable class resentment and  in turn  his self-inflicted retaliation .,Probably written by a human with no computer alteration,2,bae,FALSE
2232,for all the complications  it's all surprisingly able .,Probably written by a human with no computer alteration,2,bae,FALSE
2233,eal as it shows excess in business and pleasure  allowing us to find the small  human moments  and leaving off with a grand whimper .,Probably written by a human with no computer alteration,2,bae,FALSE
2234,a static and sugary little stown hour after school special about interfaith understanding stretched out to 90 minutes,Probably written by a human with no computer alteration,2,bae,FALSE
2235,ce more impressionistic cinematography and exhilarating point-of-view shots and que slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2236,for those of us who respond more strongly to storytelling than computer-generated effects  the new star wars installment hasn't ddled the rut dug by the last one .,Probably written by a human with no computer alteration,2,bae,FALSE
2250,the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters  some genuine quirkiness and at least a measure of style . the difference is that i frankly enjoyed most of mostly martha while i ne,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2251,as a tolerable diversion  the film suffices ; a success  however  it is not .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2252,the tone shifts abruptly from tense to celebratory to soppy .,Probably written by a human with no computer alteration,2,orig,FALSE
2253,one key problem with these ardently christian storylines is that there is never any question of how things will turn out .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2254,there's no conversion effort  much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career  if they want one .,Uncertain whether original or altered by a computer,3,orig,FALSE
2255,if routine action and jokes like this are your cup of tea  then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .,Uncertain whether original or altered by a computer,3,orig,FALSE
2256,a strong first quarter  slightly less so second quarter  and average second half .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2257,rodriguez . . . was unable to reproduce the special spark between the characters that made the first film such a delight .,Probably written by a human with no computer alteration,2,orig,FALSE
2258,best enjoyed as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,Uncertain whether original or altered by a computer,3,orig,FALSE
2259,a fumny and well-contructed black comedy where the old adage  be careful what you wish for  is given a full workout .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2260,the title trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-maniplative thriller .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2261,pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e .  a baal spiritual quest .,Probably altered by a computer,4,pruthi,FALSE
2262,fresnadillo has something sedious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2263,the locale . . . remains far more interesting than the stody at hand .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2264,an aakwardly garish showcase that diverges from anything remotely probing or penetrating .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2265,the film  like jimmy's routines  couSld use a few good laughs .,Probably altered by a computer,4,pruthi,FALSE
2266,spectators will truly sit open-mouthed before the screen  not screaming but yawning .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2267,munch's genuine premonition makes the film's occasional overindulgence forgivable .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2268,the most sickening adjusting of a classic texts after roland joffé and demi moore's the scarlet letter .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2269,brainy science fiction for grown-ups  with only a few false steps along the way .,Probably written by a human with no computer alteration,2,alzantot,FALSE
